temperature,ph,turbidity,tds,light,timestamp,risk_score,risk_level
25.9,6.15,19.35,490.38,2474.58,2026-03-28 10:45:57.202,15,Safe
25.94,6.14,20.38,491.18,3228.56,2026-03-28 10:48:57.202,30,Safe
25.93,6.16,19.25,491.54,2041.52,2026-03-28 10:51:57.202,15,Safe
25.85,6.16,17.98,491.72,1963.61,2026-03-28 10:54:57.202,15,Safe
25.88,6.14,20.73,491.33,2272.45,2026-03-28 10:57:57.202,30,Safe
25.87,6.17,21.03,491.36,2560.4,2026-03-28 11:00:57.202,30,Safe
25.97,6.18,20.36,492.21,1731.46,2026-03-28 11:03:57.202,30,Safe
25.9,6.17,19.48,491.62,2417.41,2026-03-28 11:06:57.202,15,Safe
25.84,6.16,22.79,492.51,2503.03,2026-03-28 11:09:57.202,30,Safe
25.91,6.17,19.38,493.72,1491.99,2026-03-28 11:12:57.202,15,Safe
25.83,6.17,23.11,494.52,1723.68,2026-03-28 11:15:57.202,30,Safe
25.91,6.18,22.6,495.01,2857.18,2026-03-28 11:18:57.202,30,Safe
25.95,6.17,19.11,495.0,2492.52,2026-03-28 11:21:57.202,15,Safe
25.88,6.19,17.92,495.62,2745.0,2026-03-28 11:24:57.202,15,Safe
25.88,6.19,18.98,496.09,2727.87,2026-03-28 11:27:57.202,15,Safe
25.91,6.2,19.82,495.43,2538.35,2026-03-28 11:30:57.202,15,Safe
25.78,6.22,21.68,496.29,1780.1,2026-03-28 11:33:57.202,30,Safe
25.7,6.23,16.53,495.85,1264.48,2026-03-28 11:36:57.202,15,Safe
25.65,6.26,22.24,496.58,1451.04,2026-03-28 11:39:57.202,30,Safe
25.65,6.26,21.45,497.91,2556.25,2026-03-28 11:42:57.202,30,Safe
25.64,6.26,21.51,496.9,1554.53,2026-03-28 11:45:57.202,30,Safe
25.67,6.22,22.51,496.54,2266.13,2026-03-28 11:48:57.202,30,Safe
25.66,6.24,19.48,497.04,1414.49,2026-03-28 11:51:57.202,15,Safe
25.71,6.22,21.4,498.22,1658.42,2026-03-28 11:54:57.202,30,Safe
25.64,6.25,23.27,500.7,1160.95,2026-03-28 11:57:57.202,30,Safe
25.65,6.22,19.44,500.64,1877.02,2026-03-28 12:00:57.202,15,Safe
25.62,6.24,19.41,500.86,1762.03,2026-03-28 12:03:57.202,15,Safe
25.48,6.24,21.43,500.59,1737.3,2026-03-28 12:06:57.202,30,Safe
25.53,6.23,20.68,499.55,1454.13,2026-03-28 12:09:57.202,30,Safe
25.62,6.22,20.57,498.94,1985.14,2026-03-28 12:12:57.202,30,Safe
25.65,6.2,17.86,498.19,2178.4,2026-03-28 12:15:57.202,15,Safe
25.7,6.18,21.35,499.1,1466.31,2026-03-28 12:18:57.202,30,Safe
25.69,6.17,17.77,499.45,2255.35,2026-03-28 12:21:57.202,15,Safe
25.67,6.16,20.33,500.6,1449.29,2026-03-28 12:24:57.202,30,Safe
25.72,6.13,18.61,500.12,2422.53,2026-03-28 12:27:57.202,15,Safe
25.77,6.14,24.79,503.85,89.37,2026-03-28 12:30:57.202,30,Safe
25.7,6.15,28.54,509.29,53.5,2026-03-28 12:33:57.202,30,Safe
25.74,6.14,30.97,512.06,137.18,2026-03-28 12:36:57.202,45,Moderate
25.68,6.13,30.49,516.09,41.56,2026-03-28 12:39:57.202,45,Moderate
25.72,6.11,34.31,520.06,41.56,2026-03-28 12:42:57.202,45,Moderate
25.65,6.08,32.55,521.91,39.72,2026-03-28 12:45:57.202,45,Moderate
25.78,6.07,32.45,525.18,129.69,2026-03-28 12:48:57.202,45,Moderate
25.69,6.06,34.61,529.67,149.73,2026-03-28 12:51:57.202,45,Moderate
25.68,6.06,34.79,534.76,128.02,2026-03-28 12:54:57.202,45,Moderate
25.6,6.03,35.08,536.86,103.02,2026-03-28 12:57:57.202,45,Moderate
25.62,6.02,35.6,538.23,58.64,2026-03-28 13:00:57.202,45,Moderate
25.53,6.02,24.9,538.42,109.47,2026-03-28 13:03:57.202,30,Safe
25.62,6.04,27.11,539.5,64.97,2026-03-28 13:06:57.202,30,Safe
25.65,6.03,24.83,540.59,84.58,2026-03-28 13:09:57.202,30,Safe
25.57,6.02,27.46,540.66,175.04,2026-03-28 13:12:57.202,30,Safe
25.53,6.01,26.8,540.13,175.04,2026-03-28 13:15:57.202,30,Safe
25.56,6.0,27.83,541.15,171.71,2026-03-28 13:18:57.202,30,Safe
25.6,6.0,28.95,541.71,92.26,2026-03-28 13:21:57.202,30,Safe
25.66,6.0,27.63,541.2,169.04,2026-03-28 13:24:57.202,30,Safe
25.66,6.0,27.63,541.06,98.3,2026-03-28 13:27:57.202,30,Safe
25.76,6.0,29.03,540.46,19.8,2026-03-28 13:30:57.202,30,Safe
25.75,6.0,27.27,542.55,17.9,2026-03-28 13:33:57.202,30,Safe
25.67,6.0,26.49,543.12,18.13,2026-03-28 13:36:57.202,30,Safe
25.75,6.0,24.57,543.26,12.32,2026-03-28 13:39:57.202,30,Safe
25.7,6.01,23.11,542.55,130.28,2026-03-28 13:42:57.202,30,Safe
25.63,6.01,28.78,542.2,10.17,2026-03-28 13:45:57.202,30,Safe
25.64,6.0,26.27,542.09,17.95,2026-03-28 13:48:57.202,30,Safe
25.72,6.01,27.02,541.08,7.08,2026-03-28 13:51:57.202,30,Safe
25.68,6.0,24.71,542.2,16.91,2026-03-28 13:54:57.202,30,Safe
25.56,6.0,27.01,542.8,9.62,2026-03-28 13:57:57.202,30,Safe
25.68,6.0,30.66,542.76,278.91,2026-03-28 14:00:57.202,45,Moderate
25.59,6.0,27.2,542.72,204.33,2026-03-28 14:03:57.202,30,Safe
25.59,6.0,25.52,542.8,4.0,2026-03-28 14:06:57.202,30,Safe
25.66,6.0,28.02,543.09,9.75,2026-03-28 14:09:57.202,30,Safe
25.6,6.0,23.98,542.35,140.72,2026-03-28 14:12:57.202,30,Safe
25.7,6.0,29.06,542.74,3.13,2026-03-28 14:15:57.202,30,Safe
25.66,6.0,26.84,542.29,5.92,2026-03-28 14:18:57.202,30,Safe
25.7,6.0,25.47,541.92,10.56,2026-03-28 14:21:57.202,30,Safe
25.7,6.0,26.14,541.01,71.42,2026-03-28 14:24:57.202,30,Safe
25.62,6.0,26.06,541.03,2.28,2026-03-28 14:27:57.202,30,Safe
25.69,6.0,26.34,540.85,3.84,2026-03-28 14:30:57.202,30,Safe
25.8,6.0,26.09,541.54,238.84,2026-03-28 14:33:57.202,30,Safe
25.73,6.0,26.21,542.64,8.57,2026-03-28 14:36:57.202,30,Safe
25.68,6.02,27.52,542.01,18.76,2026-03-28 14:39:57.202,30,Safe
25.65,6.03,26.08,542.36,10.81,2026-03-28 14:42:57.202,30,Safe
25.64,6.01,24.5,542.6,96.9,2026-03-28 14:45:57.202,30,Safe
25.79,6.01,23.33,541.21,215.7,2026-03-28 14:48:57.202,30,Safe
25.71,6.0,26.89,540.62,16.45,2026-03-28 14:51:57.202,30,Safe
25.77,6.02,24.64,541.1,235.53,2026-03-28 14:54:57.202,30,Safe
25.79,6.01,27.73,541.18,123.06,2026-03-28 14:57:57.202,30,Safe
25.74,6.02,27.91,541.93,4.7,2026-03-28 15:00:57.202,30,Safe
25.79,6.03,26.17,540.8,15.91,2026-03-28 15:03:57.202,30,Safe
25.65,6.01,24.63,540.57,5.74,2026-03-28 15:06:57.202,30,Safe
25.66,6.04,24.85,539.46,198.96,2026-03-28 15:09:57.202,30,Safe
25.65,6.02,23.34,538.85,17.17,2026-03-28 15:12:57.202,30,Safe
25.54,6.02,26.83,539.21,245.42,2026-03-28 15:15:57.202,30,Safe
25.62,6.01,23.46,539.5,9.49,2026-03-28 15:18:57.202,30,Safe
25.64,6.0,26.13,538.86,232.7,2026-03-28 15:21:57.202,30,Safe
25.57,6.0,22.17,537.74,215.25,2026-03-28 15:24:57.202,30,Safe
25.61,6.0,24.99,538.12,1.51,2026-03-28 15:27:57.202,30,Safe
25.62,6.01,27.11,538.36,0.23,2026-03-28 15:30:57.202,30,Safe
25.65,6.01,25.16,538.02,9.67,2026-03-28 15:33:57.202,30,Safe
25.69,6.02,27.52,536.68,4.69,2026-03-28 15:36:57.202,30,Safe
25.71,6.01,23.43,536.0,16.93,2026-03-28 15:39:57.202,30,Safe
25.64,6.0,25.82,536.63,19.02,2026-03-28 15:42:57.202,30,Safe
25.64,6.0,23.23,537.27,9.84,2026-03-28 15:45:57.202,30,Safe
25.69,6.0,24.27,537.51,15.35,2026-03-28 15:48:57.202,30,Safe
25.75,6.0,24.02,536.62,19.92,2026-03-28 15:51:57.202,30,Safe
25.71,6.0,23.56,537.66,11.03,2026-03-28 15:54:57.202,30,Safe
25.62,6.0,25.42,538.42,14.9,2026-03-28 15:57:57.202,30,Safe
25.71,6.0,23.51,538.7,9.53,2026-03-28 16:00:57.202,30,Safe
25.62,6.02,25.46,538.42,9.75,2026-03-28 16:03:57.202,30,Safe
25.67,6.03,26.24,537.66,17.14,2026-03-28 16:06:57.202,30,Safe
25.75,6.03,21.67,536.46,8.55,2026-03-28 16:09:57.202,30,Safe
25.64,6.02,27.04,537.64,19.39,2026-03-28 16:12:57.202,30,Safe
25.69,6.04,25.76,536.95,14.99,2026-03-28 16:15:57.202,30,Safe
25.69,6.04,25.53,538.34,2.82,2026-03-28 16:18:57.202,30,Safe
25.59,6.02,23.4,537.77,12.17,2026-03-28 16:21:57.202,30,Safe
25.62,6.04,24.04,538.12,3.14,2026-03-28 16:24:57.202,30,Safe
25.74,6.03,26.0,538.36,12.11,2026-03-28 16:27:57.202,30,Safe
25.67,6.02,24.34,539.48,9.87,2026-03-28 16:30:57.202,30,Safe
25.66,6.02,22.57,539.48,8.31,2026-03-28 16:33:57.202,30,Safe
25.68,6.0,23.97,538.73,10.39,2026-03-28 16:36:57.202,30,Safe
25.51,6.01,27.83,539.11,7.56,2026-03-28 16:39:57.202,30,Safe
25.57,6.01,25.86,540.06,0.91,2026-03-28 16:42:57.202,30,Safe
25.61,6.0,25.66,540.33,4.93,2026-03-28 16:45:57.202,30,Safe
25.61,6.03,25.06,539.63,11.04,2026-03-28 16:48:57.202,30,Safe
25.62,6.02,27.23,539.92,12.36,2026-03-28 16:51:57.202,30,Safe
25.75,6.02,24.15,540.92,10.95,2026-03-28 16:54:57.202,30,Safe
25.69,6.02,24.39,541.09,19.88,2026-03-28 16:57:57.202,30,Safe
25.69,6.04,24.1,540.46,13.49,2026-03-28 17:00:57.202,30,Safe
25.81,6.03,26.05,539.12,15.73,2026-03-28 17:03:57.202,30,Safe
25.69,6.02,25.59,539.05,8.77,2026-03-28 17:06:57.202,30,Safe
25.64,6.02,25.56,538.94,9.62,2026-03-28 17:09:57.202,30,Safe
25.66,6.03,25.87,539.48,1.65,2026-03-28 17:12:57.202,30,Safe
25.55,6.05,22.65,539.95,7.32,2026-03-28 17:15:57.202,30,Safe
25.66,6.03,23.45,539.64,7.66,2026-03-28 17:18:57.202,30,Safe
25.63,6.03,22.9,540.53,7.62,2026-03-28 17:21:57.202,30,Safe
25.73,6.02,22.88,540.78,17.49,2026-03-28 17:24:57.202,30,Safe
25.71,6.04,23.35,540.23,6.09,2026-03-28 17:27:57.202,30,Safe
25.66,6.03,24.94,540.89,11.06,2026-03-28 17:30:57.202,30,Safe
25.58,6.07,24.6,542.66,3.6,2026-03-28 17:33:57.202,30,Safe
25.74,6.06,20.77,543.67,13.4,2026-03-28 17:36:57.202,30,Safe
25.65,6.07,24.99,543.94,6.52,2026-03-28 17:39:57.202,30,Safe
25.65,6.02,27.27,544.01,18.45,2026-03-28 17:42:57.202,30,Safe
25.7,6.04,24.83,542.52,1.8,2026-03-28 17:45:57.202,30,Safe
25.76,6.08,23.47,542.77,12.53,2026-03-28 17:48:57.202,30,Safe
25.69,6.1,25.38,543.75,14.24,2026-03-28 17:51:57.202,30,Safe
25.67,6.08,19.28,544.38,3.04,2026-03-28 17:54:57.202,15,Safe
25.58,6.1,23.35,545.42,2.63,2026-03-28 17:57:57.202,30,Safe
25.67,6.1,21.33,547.02,4.45,2026-03-28 18:00:57.202,30,Safe
25.67,6.11,26.28,547.69,3.91,2026-03-28 18:03:57.202,30,Safe
25.61,6.11,20.45,547.67,11.82,2026-03-28 18:06:57.202,30,Safe
25.58,6.1,22.6,549.1,3.16,2026-03-28 18:09:57.202,30,Safe
25.65,6.09,25.87,550.26,4.49,2026-03-28 18:12:57.202,30,Safe
25.66,6.08,23.32,550.06,6.18,2026-03-28 18:15:57.202,30,Safe
25.72,6.08,24.73,550.21,4.49,2026-03-28 18:18:57.202,30,Safe
25.7,6.07,24.5,550.5,10.11,2026-03-28 18:21:57.202,30,Safe
25.76,6.06,22.28,550.94,15.3,2026-03-28 18:24:57.202,30,Safe
25.69,6.06,23.47,550.39,7.63,2026-03-28 18:27:57.202,30,Safe
25.66,6.03,21.2,551.79,0.19,2026-03-28 18:30:57.202,30,Safe
25.73,6.08,23.43,551.12,1.95,2026-03-28 18:33:57.202,30,Safe
25.72,6.07,22.36,550.95,0.08,2026-03-28 18:36:57.202,30,Safe
25.69,6.08,21.68,551.85,3.6,2026-03-28 18:39:57.202,30,Safe
25.61,6.09,24.95,551.63,2.51,2026-03-28 18:42:57.202,30,Safe
25.69,6.08,24.95,553.05,4.71,2026-03-28 18:45:57.202,30,Safe
25.67,6.1,22.46,554.67,0.08,2026-03-28 18:48:57.202,30,Safe
25.7,6.11,20.26,554.63,3.11,2026-03-28 18:51:57.202,30,Safe
25.65,6.08,23.46,554.58,2.28,2026-03-28 18:54:57.202,30,Safe
25.62,6.08,22.59,555.19,4.21,2026-03-28 18:57:57.202,30,Safe
25.7,6.08,21.42,555.63,3.12,2026-03-28 19:00:57.202,30,Safe
25.73,6.09,23.44,556.19,4.12,2026-03-28 19:03:57.202,30,Safe
25.56,6.06,21.1,555.67,1.29,2026-03-28 19:06:57.202,30,Safe
25.7,6.05,24.9,555.53,3.46,2026-03-28 19:09:57.202,30,Safe
25.74,6.03,22.06,554.8,4.96,2026-03-28 19:12:57.202,30,Safe
25.62,6.03,23.49,554.37,2.58,2026-03-28 19:15:57.202,30,Safe
25.56,6.01,23.03,553.73,2.48,2026-03-28 19:18:57.202,30,Safe
25.68,6.0,21.38,552.93,0.59,2026-03-28 19:21:57.202,30,Safe
25.62,6.02,21.07,554.13,3.23,2026-03-28 19:24:57.202,30,Safe
25.61,6.03,26.04,555.1,4.6,2026-03-28 19:27:57.202,30,Safe
25.68,6.03,20.01,555.15,2.97,2026-03-28 19:30:57.202,30,Safe
25.73,6.03,21.43,555.06,3.51,2026-03-28 19:33:57.202,30,Safe
25.74,6.02,21.46,554.97,4.35,2026-03-28 19:36:57.202,30,Safe
25.63,6.02,24.18,555.88,0.2,2026-03-28 19:39:57.202,30,Safe
25.52,6.01,23.65,556.27,1.9,2026-03-28 19:42:57.202,30,Safe
25.74,6.01,19.99,556.25,4.99,2026-03-28 19:45:57.202,15,Safe
25.63,6.0,20.0,556.19,0.86,2026-03-28 19:48:57.202,15,Safe
25.62,6.0,21.3,556.25,2.16,2026-03-28 19:51:57.202,30,Safe
25.76,6.0,24.22,556.97,2.48,2026-03-28 19:54:57.202,30,Safe
25.79,6.0,21.42,556.23,1.28,2026-03-28 19:57:57.202,30,Safe
25.65,6.0,20.06,556.03,3.83,2026-03-28 20:00:57.202,30,Safe
25.63,6.0,20.27,556.51,2.6,2026-03-28 20:03:57.202,30,Safe
25.72,6.01,23.0,555.66,2.12,2026-03-28 20:06:57.202,30,Safe
25.7,6.0,20.79,555.36,4.68,2026-03-28 20:09:57.202,30,Safe
25.67,6.01,23.49,555.61,4.56,2026-03-28 20:12:57.202,30,Safe
25.69,6.01,21.6,555.02,3.09,2026-03-28 20:15:57.202,30,Safe
25.56,6.0,19.88,553.17,3.43,2026-03-28 20:18:57.202,15,Safe
25.57,6.03,21.78,553.04,0.19,2026-03-28 20:21:57.202,30,Safe
25.65,6.02,21.18,553.4,4.11,2026-03-28 20:24:57.202,30,Safe
25.67,6.04,20.4,553.25,2.43,2026-03-28 20:27:57.202,30,Safe
25.82,6.03,23.23,552.28,3.29,2026-03-28 20:30:57.202,30,Safe
25.76,6.04,19.5,552.09,0.81,2026-03-28 20:33:57.202,15,Safe
25.65,6.02,20.58,551.95,4.3,2026-03-28 20:36:57.202,30,Safe
25.63,6.04,20.3,551.97,0.65,2026-03-28 20:39:57.202,30,Safe
25.6,6.06,19.02,552.69,2.72,2026-03-28 20:42:57.202,15,Safe
25.6,6.07,21.33,552.6,0.1,2026-03-28 20:45:57.202,30,Safe
25.72,6.08,17.88,551.94,4.66,2026-03-28 20:48:57.202,15,Safe
25.65,6.07,21.26,552.11,0.82,2026-03-28 20:51:57.202,30,Safe
25.63,6.05,20.05,551.84,0.84,2026-03-28 20:54:57.202,30,Safe
25.57,6.04,22.83,550.55,2.51,2026-03-28 20:57:57.202,30,Safe
25.7,6.03,21.48,549.71,1.07,2026-03-28 21:00:57.202,30,Safe
25.65,6.04,20.08,549.61,3.51,2026-03-28 21:03:57.202,30,Safe
25.78,6.04,22.08,549.89,1.18,2026-03-28 21:06:57.202,30,Safe
25.73,6.05,21.85,547.77,4.17,2026-03-28 21:09:57.202,30,Safe
25.71,6.07,22.47,547.36,1.24,2026-03-28 21:12:57.202,30,Safe
25.63,6.06,17.81,547.37,3.17,2026-03-28 21:15:57.202,15,Safe
25.61,6.06,21.34,545.89,2.04,2026-03-28 21:18:57.202,30,Safe
25.72,6.07,19.05,546.5,1.89,2026-03-28 21:21:57.202,15,Safe
25.65,6.08,20.82,546.43,4.42,2026-03-28 21:24:57.202,30,Safe
25.7,6.09,21.71,547.61,0.3,2026-03-28 21:27:57.202,30,Safe
25.8,6.09,22.28,547.47,1.94,2026-03-28 21:30:57.202,30,Safe
25.82,6.08,25.15,547.37,4.29,2026-03-28 21:33:57.202,30,Safe
25.74,6.09,22.31,546.32,0.6,2026-03-28 21:36:57.202,30,Safe
25.74,6.1,20.63,546.56,2.66,2026-03-28 21:39:57.202,30,Safe
25.65,6.09,19.62,547.04,3.34,2026-03-28 21:42:57.202,15,Safe
25.65,6.09,18.22,548.3,4.06,2026-03-28 21:45:57.202,15,Safe
25.73,6.08,21.6,548.92,0.73,2026-03-28 21:48:57.202,30,Safe
25.7,6.08,21.6,547.68,1.73,2026-03-28 21:51:57.202,30,Safe
25.72,6.07,21.5,547.1,3.01,2026-03-28 21:54:57.202,30,Safe
25.71,6.07,18.42,547.18,0.93,2026-03-28 21:57:57.202,15,Safe
25.68,6.08,17.95,546.22,1.49,2026-03-28 22:00:57.202,15,Safe
25.64,6.09,22.55,545.68,0.5,2026-03-28 22:03:57.202,30,Safe
25.69,6.09,19.75,546.07,0.96,2026-03-28 22:06:57.202,15,Safe
25.68,6.07,18.54,545.61,1.91,2026-03-28 22:09:57.202,15,Safe
25.72,6.06,17.46,545.37,4.86,2026-03-28 22:12:57.202,15,Safe
25.63,6.06,21.22,545.65,3.58,2026-03-28 22:15:57.202,30,Safe
25.67,6.06,19.19,545.7,3.46,2026-03-28 22:18:57.202,15,Safe
25.68,6.07,19.73,544.85,1.52,2026-03-28 22:21:57.202,15,Safe
25.77,6.07,17.28,546.84,2.15,2026-03-28 22:24:57.202,15,Safe
25.82,6.08,17.8,546.67,2.93,2026-03-28 22:27:57.202,15,Safe
25.82,6.07,18.43,547.29,2.76,2026-03-28 22:30:57.202,15,Safe
25.64,6.08,19.91,546.56,2.55,2026-03-28 22:33:57.202,15,Safe
25.68,6.09,20.06,548.3,4.39,2026-03-28 22:36:57.202,30,Safe
25.76,6.09,18.15,549.65,0.76,2026-03-28 22:39:57.202,15,Safe
25.8,6.08,20.85,549.76,4.03,2026-03-28 22:42:57.202,30,Safe
25.71,6.11,19.78,550.23,1.22,2026-03-28 22:45:57.202,15,Safe
25.71,6.11,20.85,550.9,1.21,2026-03-28 22:48:57.202,30,Safe
25.7,6.14,19.56,551.6,2.21,2026-03-28 22:51:57.202,15,Safe
25.72,6.16,18.23,553.45,0.18,2026-03-28 22:54:57.202,15,Safe
25.73,6.18,20.01,553.33,2.78,2026-03-28 22:57:57.202,30,Safe
25.64,6.18,21.3,554.72,1.53,2026-03-28 23:00:57.202,30,Safe
25.62,6.15,21.27,554.43,2.68,2026-03-28 23:03:57.202,30,Safe
25.68,6.16,18.36,556.55,1.52,2026-03-28 23:06:57.202,15,Safe
25.63,6.18,18.74,557.97,2.32,2026-03-28 23:09:57.202,15,Safe
25.52,6.19,18.66,559.44,1.6,2026-03-28 23:12:57.202,15,Safe
25.6,6.19,20.6,560.34,4.01,2026-03-28 23:15:57.202,30,Safe
25.61,6.18,20.46,560.21,4.02,2026-03-28 23:18:57.202,30,Safe
25.59,6.17,18.54,560.18,1.73,2026-03-28 23:21:57.202,15,Safe
25.71,6.16,23.1,560.55,4.86,2026-03-28 23:24:57.202,30,Safe
25.68,6.18,19.55,561.97,3.37,2026-03-28 23:27:57.202,15,Safe
25.6,6.19,22.45,561.38,113.14,2026-03-28 23:30:57.202,30,Safe
25.69,6.2,20.2,560.36,20.87,2026-03-28 23:33:57.202,30,Safe
25.66,6.17,19.89,560.35,98.72,2026-03-28 23:36:57.202,15,Safe
25.57,6.2,17.71,561.72,109.96,2026-03-28 23:39:57.202,15,Safe
25.61,6.23,17.98,562.64,114.81,2026-03-28 23:42:57.202,15,Safe
25.62,6.23,19.25,562.53,35.78,2026-03-28 23:45:57.202,15,Safe
25.64,6.23,19.46,560.97,25.68,2026-03-28 23:48:57.202,15,Safe
25.79,6.22,18.38,560.85,34.55,2026-03-28 23:51:57.202,15,Safe
25.71,6.23,20.58,560.93,75.79,2026-03-28 23:54:57.202,30,Safe
25.62,6.22,18.27,560.8,107.37,2026-03-28 23:57:57.202,15,Safe
25.62,6.24,18.96,561.16,98.51,2026-03-29 00:00:57.202,15,Safe
25.73,6.24,17.95,560.14,66.59,2026-03-29 00:03:57.202,15,Safe
25.67,6.21,19.66,560.11,66.59,2026-03-29 00:06:57.202,15,Safe
25.61,6.21,20.97,560.73,91.45,2026-03-29 00:09:57.202,30,Safe
25.62,6.19,21.3,560.47,40.45,2026-03-29 00:12:57.202,30,Safe
25.66,6.2,20.72,560.23,35.77,2026-03-29 00:15:57.202,30,Safe
25.76,6.18,18.77,560.73,115.5,2026-03-29 00:18:57.202,15,Safe
25.69,6.2,18.23,559.53,109.33,2026-03-29 00:21:57.202,15,Safe
25.72,6.2,17.26,559.03,16.35,2026-03-29 00:24:57.202,15,Safe
25.74,6.21,21.08,559.36,79.78,2026-03-29 00:27:57.202,30,Safe
25.74,6.19,19.74,558.59,66.37,2026-03-29 00:30:57.202,15,Safe
25.75,6.18,18.2,558.33,98.01,2026-03-29 00:33:57.202,15,Safe
25.72,6.18,19.24,558.95,85.8,2026-03-29 00:36:57.202,15,Safe
25.71,6.2,20.93,559.98,45.64,2026-03-29 00:39:57.202,30,Safe
25.68,6.2,18.82,560.27,18.92,2026-03-29 00:42:57.202,15,Safe
25.67,6.2,19.45,559.88,15.18,2026-03-29 00:45:57.202,15,Safe
25.61,6.22,19.61,560.76,49.19,2026-03-29 00:48:57.202,15,Safe
25.64,6.23,19.58,560.34,70.31,2026-03-29 00:51:57.202,15,Safe
25.55,6.22,19.88,560.04,16.5,2026-03-29 00:54:57.202,15,Safe
25.61,6.21,21.61,559.56,61.19,2026-03-29 00:57:57.202,30,Safe
25.6,6.21,22.2,559.74,67.39,2026-03-29 01:00:57.202,30,Safe
25.6,6.19,19.0,559.73,64.53,2026-03-29 01:03:57.202,15,Safe
25.61,6.18,22.33,558.52,108.21,2026-03-29 01:06:57.202,30,Safe
25.59,6.17,19.34,558.59,85.68,2026-03-29 01:09:57.202,15,Safe
25.61,6.19,20.23,557.82,43.03,2026-03-29 01:12:57.202,30,Safe
25.71,6.17,18.96,556.9,101.88,2026-03-29 01:15:57.202,15,Safe
25.71,6.18,17.56,556.96,106.08,2026-03-29 01:18:57.202,15,Safe
25.74,6.14,20.3,556.21,71.77,2026-03-29 01:21:57.202,30,Safe
25.65,6.12,20.34,555.68,86.93,2026-03-29 01:24:57.202,30,Safe
25.69,6.11,19.6,555.51,39.05,2026-03-29 01:27:57.202,15,Safe
25.71,6.12,18.87,555.67,534.8,2026-03-29 01:30:57.202,15,Safe
25.68,6.1,18.01,555.65,346.72,2026-03-29 01:33:57.202,15,Safe
25.76,6.11,18.4,555.11,571.21,2026-03-29 01:36:57.202,15,Safe
25.65,6.11,20.98,555.1,704.77,2026-03-29 01:39:57.202,30,Safe
25.61,6.11,18.82,555.12,749.06,2026-03-29 01:42:57.202,15,Safe
25.73,6.1,20.65,555.3,754.6,2026-03-29 01:45:57.202,30,Safe
25.75,6.09,20.44,555.73,268.51,2026-03-29 01:48:57.202,30,Safe
25.63,6.11,18.56,556.02,509.17,2026-03-29 01:51:57.202,15,Safe
25.66,6.1,19.15,557.16,415.04,2026-03-29 01:54:57.202,15,Safe
25.68,6.12,21.79,557.26,229.79,2026-03-29 01:57:57.202,30,Safe
25.72,6.1,20.71,556.75,460.16,2026-03-29 02:00:57.202,30,Safe
25.73,6.1,21.72,556.91,640.18,2026-03-29 02:03:57.202,30,Safe
25.71,6.09,19.18,557.12,889.93,2026-03-29 02:06:57.202,15,Safe
25.67,6.1,18.63,556.91,677.71,2026-03-29 02:09:57.202,15,Safe
25.68,6.1,20.75,556.93,778.08,2026-03-29 02:12:57.202,30,Safe
25.66,6.09,20.15,557.14,709.92,2026-03-29 02:15:57.202,30,Safe
25.69,6.12,21.55,557.24,771.81,2026-03-29 02:18:57.202,30,Safe
25.65,6.12,18.75,557.05,476.48,2026-03-29 02:21:57.202,15,Safe
25.68,6.13,20.4,557.93,551.86,2026-03-29 02:24:57.202,30,Safe
25.7,6.14,19.54,557.55,730.36,2026-03-29 02:27:57.202,15,Safe
25.61,6.12,31.05,561.29,2637.11,2026-03-29 02:30:57.202,45,Moderate
25.57,6.11,29.43,567.26,2359.47,2026-03-29 02:33:57.202,30,Safe
25.59,6.07,28.14,569.37,2028.54,2026-03-29 02:36:57.202,30,Safe
25.53,6.08,30.47,574.16,2345.52,2026-03-29 02:39:57.202,45,Moderate
25.67,6.07,34.59,576.31,2741.72,2026-03-29 02:42:57.202,45,Moderate
25.65,6.06,35.21,579.02,2846.06,2026-03-29 02:45:57.202,45,Moderate
25.72,6.06,32.28,583.02,1956.97,2026-03-29 02:48:57.202,45,Moderate
25.74,6.08,34.87,587.78,2999.51,2026-03-29 02:51:57.202,45,Moderate
25.81,6.06,32.2,592.19,1624.64,2026-03-29 02:54:57.202,45,Moderate
25.68,6.03,31.16,594.36,1378.81,2026-03-29 02:57:57.202,45,Moderate
25.64,6.04,38.05,598.89,2027.89,2026-03-29 03:00:57.202,45,Moderate
25.64,6.05,27.35,599.83,2132.23,2026-03-29 03:03:57.202,30,Safe
25.77,6.03,27.19,599.12,2915.48,2026-03-29 03:06:57.202,30,Safe
25.69,6.03,27.91,600.91,2736.92,2026-03-29 03:09:57.202,30,Safe
25.7,6.04,28.84,600.59,2889.19,2026-03-29 03:12:57.202,30,Safe
25.56,6.03,26.57,600.52,2264.8,2026-03-29 03:15:57.202,30,Safe
25.67,6.03,26.21,600.16,2474.62,2026-03-29 03:18:57.202,30,Safe
25.62,6.04,28.37,599.74,2625.54,2026-03-29 03:21:57.202,30,Safe
25.55,6.04,29.07,599.61,2562.44,2026-03-29 03:24:57.202,30,Safe
25.6,6.03,27.78,599.63,2096.03,2026-03-29 03:27:57.202,30,Safe
25.61,6.05,27.96,599.04,1454.75,2026-03-29 03:30:57.202,30,Safe
25.57,6.04,27.87,600.5,2645.85,2026-03-29 03:33:57.202,30,Safe
25.59,6.02,27.12,599.63,1850.48,2026-03-29 03:36:57.202,30,Safe
